Char_Name;Name_Jap;Name_Nick;Char_Data
Friend;Friend  (ともだち);"Friend ""Tomodachi"" ";"
The main antagonist of the series. An enigmatic cult leader who, in 1997, began using the symbol Kenji and his friends put together in the 1970s. His followers have filled venues such as the Budokan.One of his goals is to take over the world. His face is hidden in shadow throughout the series; he even confronts Kenji by wearing a mask. His true identity is one of the driving mysteries of the series. As of 2000, the Friendship Democratic Party (FDP) is established as a political group with government representatives such as Manjome Inshu.


Over the course of the series, two people assume the identity of Friend: Fukubei, who is one of Kenji's schoolmates, initially appears to be one of Kenji's allies, and Katsumata, another of Kenji's schoolmates, the latter of whom possesses special powers."
Endo, Kanna;Kanna Endo (遠藤カンナ);"Kanna ""Ice Queen, Child of Destiny"" Endo";"
Kenji's niece, she serves as the protagonist for the events in the aftermath of the ""Bloody New Year's Eve"". She is shown to have ESP at an advanced level, and is capable of predicting the future (To a small extent), bend spoons with her mind, and even once strangled a woman without touching her (in a fit of emotional rage). She loves rock&roll, due to Kenji's obsession with it. She idolizes Kenji despite what the rest of the world thinks of him, and is also quite skilled at the guitar. She lives by herself in a low-rent apartment and works part-time at a small noodle shop in the middle of Thai/Chinese Mafia territorium."
Ochiai, Chouji;Chouji Ochiai (落合 長治);"Chouji ""Otcho, Shogun"" Ochiai";"
A childhood friend of Kenji's who created the ""Friend"" symbol and became a salaryman. Later traveled to Tibet and Thailand after his son died, at which point he gets involved in the dealings of the ""Friend"" group.

長治 is sometimes misread as ""Nagaharu"" but his first name is Chouji."
Sada, Kiyoshi;Kiyoshi Sada (佐田 清志);"Kiyoshi ""Sadakiyo"" Sada";"
Kenji's classmate who wasn't part of the original gang. As a child, he often wears a mask, but was bullied a lot in school and eventually left after a semester, thus his face remains unknown to most of the gang.


However, Fukubei meets with him and Sadakiyo asks if he can be his friend. He later joins the Friends and is the caretaker of Friend's replica childhood home. He becomes the English teacher of Kyoko Koizumi and takes her to the Friend's home, where he begins to realize that maybe he wasn't doing the right thing after all, and ends up burning the home, and taking Kyoko to meet his old teacher at the senior center. He supposedly dies in a fiery car crash while Kyoko and the gang escape, but appears in 3FE with his mask on as he tries to hold off Friend."
Koizumi, Kyoko;Kyoko Koizumi (小泉響子);Kyoko  Koizumi;"
Kyoko is a high school girl that attends the same school as Kanna. For a history assignment, she impulsively picks Bloody New Year's Eve, but when she starts doing some research, she meets Kamisama and learns the truth of what happened that night.


She is suddenly recruited to participate in Tomodachi Land where she must abide by the Friend's cult activities or risk being sent to Tomodachi World. She struggles with her survival until she meets Yoshitsune, who helps her get through the exam in exchange for uncovering more information on the identity of Friend. In 3 FE, Kyoko discovers that she has a talent for bowling and is heavily recruited by Kamisama."
Minamoto, Yoshitsune;Yoshitsune Minamoto (ヨシツネ);"Yoshitsune ""Genji Ippa"" Minamoto";"
Kenji's childhood friend who once made the mistake of ordering 1000 printer cartridges when he only needed 4. He was one of Kenji's friends who answered the call to fight back with him on the Bloody New Years Eve. In the year 2014 he is the leader of an underground organization bent on taking down Friend.

(Source: Wikipedia)"
Hattori, Fukubei;Fukubei Hattori ;Fukubei  Hattori;"
Fukubei is one of Kenji's childhood friends, but he barely remembers him at the class reunion. He lives with his three children and wife, who happens to be the member of the ""Friend's"" cult. Later, he decides to join Kenji to save the world, but his past hides terrible secrets...


It is revealed that Fukubei was the first ""Friend."""
Kaminaga, Kyuutaro;Kyuutaro Kaminaga (神永球太郎);"Kyuutaro ""God"" Kaminaga";"
Kamisama (God) is the nickname of a homeless old man who is bent on the return of ten-pin bowling as a major sport in Japan. Kamisama has the power of foresight and can see what will happen before it comes to pass.


Kamisama and his friend lure Kenji out to the riverbank where he warns Kenji about saving the future.Later in the series, Kamisama becomes extremely rich by using his foresight to play the stock market, and becomes the first Japanese civilian to travel into space. He is later revealed to be the businessman who evicted Kenji and the gang from their secret base in order to build a bowling alley."
Setoguchi, Yukiji;Yukiji Setoguchi ;Yukiji  Setoguchi;"
The only female member of Kenji's original group of friends, and also the strongest physically. Yukiji currently (at the beginning of the story) serves as a drug dog handler for Narita Airport. Takes care of Kanna in the year 2014."
Miyamoto, Musashi;Musashi Miyamoto (宮本 武蔵);"Musashi ""Shinmen Takezo, Demon"" Miyamoto";"
Miyamoto Musashi or Shinmen Takezo (his real name), only at a very young age, embarked on a journey to become the strongest samurai only after being exiled from his own village. Musashi is the son of a samurai family, who's father is one of the most renown samurai across the nation. One of the foremost reasons that drives Musashi, to excel in sword-fighting, is his desire to overcome his father for all the harsh treatment given during his childhood and Musashi's incapability to rebel.

Musashi is unique in terms of his sword skill for the unfamiliar movements and lack of style he uses. This is due to the fact that he spent most of his time in the forest having been labeled as a demon child by his village for his demeaning and wicked nature. Frankly, the forest is his home and where his master resides."
Sasaki, Kojirou;Kojirou Sasaki (佐々木 小次郎);"Kojirou ""Ganryuu"" Sasaki";"
The legendary archrival of Miyamoto Musashi. Raised by Kanemaki Jisai, after he is found as a baby in casket, floating on the ocean.

He develops an intense attachment to swords and fencing at an early age, possessing an almost preternatural ability to react to his opponents' moves.

Kojirou is deaf and mute, though still literate. His personality is very playful, almost child-like. Ittousai has also commented on the possibility that Kojirou's eyes have become better developed to compensate for his lack of hearing.

Kojirou is renowned for his ""Tsubame Gaeshi"" (Turning Swallow Cut) technique, inspired by the movement of a swallow in flight."
Honiden, Matahachi;Matahachi Honiden (本位田 又八);"Matahachi ""Sasaki Koujiro"" Honiden";"
Hedonist and childhood friend of Musashi. Assumes Sasaki Kojiro's identity after a dying Tenki entrusts Kojiro's swordsmanship certificates to him. Later, after coming into contact with the genuine Kojiro, begins to identify himself as Sasaki Koujiro, an interpreter for Kojiro, the real Kojiro being deaf. He later becomes estranged from Musashi after a tense reunion, Matahachi displaying an intense jealousy to Musashi."
